,Province/State,Country/Region,Date,Confirmed_Cases,Recoveries,Deaths,Active_Cases
0,,Afghanistan,1/22/20,0,0.0,0,0.0
1,,Albania,1/22/20,0,0.0,0,0.0
2,,Algeria,1/22/20,0,0.0,0,0.0
3,,Andorra,1/22/20,0,0.0,0,0.0
4,,Angola,1/22/20,0,0.0,0,0.0
5,,Antigua and Barbuda,1/22/20,0,0.0,0,0.0
6,,Argentina,1/22/20,0,0.0,0,0.0
7,,Armenia,1/22/20,0,0.0,0,0.0
8,Australian Capital Territory,Australia,1/22/20,0,0.0,0,0.0
9,New South Wales,Australia,1/22/20,0,0.0,0,0.0
10,Northern Territory,Australia,1/22/20,0,0.0,0,0.0
11,Queensland,Australia,1/22/20,0,0.0,0,0.0
12,South Australia,Australia,1/22/20,0,0.0,0,0.0
13,Tasmania,Australia,1/22/20,0,0.0,0,0.0
14,Victoria,Australia,1/22/20,0,0.0,0,0.0
15,Western Australia,Australia,1/22/20,0,0.0,0,0.0
16,,Austria,1/22/20,0,0.0,0,0.0
17,,Azerbaijan,1/22/20,0,0.0,0,0.0
18,,Bahamas,1/22/20,0,0.0,0,0.0
19,,Bahrain,1/22/20,0,0.0,0,0.0
20,,Bangladesh,1/22/20,0,0.0,0,0.0
21,,Barbados,1/22/20,0,0.0,0,0.0
22,,Belarus,1/22/20,0,0.0,0,0.0
23,,Belgium,1/22/20,0,0.0,0,0.0
24,,Benin,1/22/20,0,0.0,0,0.0
25,,Bhutan,1/22/20,0,0.0,0,0.0
26,,Bolivia,1/22/20,0,0.0,0,0.0
27,,Bosnia and Herzegovina,1/22/20,0,0.0,0,0.0
28,,Brazil,1/22/20,0,0.0,0,0.0
29,,Brunei,1/22/20,0,0.0,0,0.0
30,,Bulgaria,1/22/20,0,0.0,0,0.0
31,,Burkina Faso,1/22/20,0,0.0,0,0.0
32,,Cabo Verde,1/22/20,0,0.0,0,0.0
33,,Cambodia,1/22/20,0,0.0,0,0.0
34,,Cameroon,1/22/20,0,0.0,0,0.0
35,Alberta,Canada,1/22/20,0,,0,
36,British Columbia,Canada,1/22/20,0,,0,
37,Grand Princess,Canada,1/22/20,0,,0,
38,Manitoba,Canada,1/22/20,0,,0,
39,New Brunswick,Canada,1/22/20,0,,0,
40,Newfoundland and Labrador,Canada,1/22/20,0,,0,
41,Nova Scotia,Canada,1/22/20,0,,0,
42,Ontario,Canada,1/22/20,0,,0,
43,Prince Edward Island,Canada,1/22/20,0,,0,
44,Quebec,Canada,1/22/20,0,,0,
45,Saskatchewan,Canada,1/22/20,0,,0,
46,,Central African Republic,1/22/20,0,0.0,0,0.0
47,,Chad,1/22/20,0,0.0,0,0.0
48,,Chile,1/22/20,0,0.0,0,0.0
49,Anhui,China,1/22/20,1,0.0,0,1.0
50,Beijing,China,1/22/20,14,0.0,0,14.0
51,Chongqing,China,1/22/20,6,0.0,0,6.0
52,Fujian,China,1/22/20,1,0.0,0,1.0
53,Gansu,China,1/22/20,0,0.0,0,0.0
54,Guangdong,China,1/22/20,26,0.0,0,26.0
55,Guangxi,China,1/22/20,2,0.0,0,2.0
56,Guizhou,China,1/22/20,1,0.0,0,1.0
57,Hainan,China,1/22/20,4,0.0,0,4.0
58,Hebei,China,1/22/20,1,0.0,0,1.0
59,Heilongjiang,China,1/22/20,0,0.0,0,0.0
60,Henan,China,1/22/20,5,0.0,0,5.0
61,Hong Kong,China,1/22/20,0,0.0,0,0.0
62,Hubei,China,1/22/20,444,28.0,17,399.0
63,Hunan,China,1/22/20,4,0.0,0,4.0
64,Inner Mongolia,China,1/22/20,0,0.0,0,0.0
65,Jiangsu,China,1/22/20,1,0.0,0,1.0
66,Jiangxi,China,1/22/20,2,0.0,0,2.0
67,Jilin,China,1/22/20,0,0.0,0,0.0
68,Liaoning,China,1/22/20,2,0.0,0,2.0
69,Macau,China,1/22/20,1,0.0,0,1.0
70,Ningxia,China,1/22/20,1,0.0,0,1.0
71,Qinghai,China,1/22/20,0,0.0,0,0.0
72,Shaanxi,China,1/22/20,0,0.0,0,0.0
73,Shandong,China,1/22/20,2,0.0,0,2.0
74,Shanghai,China,1/22/20,9,0.0,0,9.0
75,Shanxi,China,1/22/20,1,0.0,0,1.0
76,Sichuan,China,1/22/20,5,0.0,0,5.0
77,Tianjin,China,1/22/20,4,0.0,0,4.0
78,Tibet,China,1/22/20,0,0.0,0,0.0
79,Xinjiang,China,1/22/20,0,0.0,0,0.0
80,Yunnan,China,1/22/20,1,0.0,0,1.0
81,Zhejiang,China,1/22/20,10,0.0,0,10.0
82,,Colombia,1/22/20,0,0.0,0,0.0
83,,Congo (Brazzaville),1/22/20,0,0.0,0,0.0
84,,Congo (Kinshasa),1/22/20,0,0.0,0,0.0
85,,Costa Rica,1/22/20,0,0.0,0,0.0
86,,Cote d'Ivoire,1/22/20,0,0.0,0,0.0
87,,Croatia,1/22/20,0,0.0,0,0.0
88,,Diamond Princess,1/22/20,0,0.0,0,0.0
89,,Cuba,1/22/20,0,0.0,0,0.0
90,,Cyprus,1/22/20,0,0.0,0,0.0
91,,Czechia,1/22/20,0,0.0,0,0.0
92,Faroe Islands,Denmark,1/22/20,0,0.0,0,0.0
93,Greenland,Denmark,1/22/20,0,0.0,0,0.0
94,,Denmark,1/22/20,0,0.0,0,0.0
95,,Djibouti,1/22/20,0,0.0,0,0.0
96,,Dominican Republic,1/22/20,0,0.0,0,0.0
97,,Ecuador,1/22/20,0,0.0,0,0.0
98,,Egypt,1/22/20,0,0.0,0,0.0
99,,El Salvador,1/22/20,0,0.0,0,0.0
100,,Equatorial Guinea,1/22/20,0,0.0,0,0.0
101,,Eritrea,1/22/20,0,0.0,0,0.0
102,,Estonia,1/22/20,0,0.0,0,0.0
103,,Eswatini,1/22/20,0,0.0,0,0.0
104,,Ethiopia,1/22/20,0,0.0,0,0.0
105,,Fiji,1/22/20,0,0.0,0,0.0
106,,Finland,1/22/20,0,0.0,0,0.0
107,French Guiana,France,1/22/20,0,0.0,0,0.0
108,French Polynesia,France,1/22/20,0,0.0,0,0.0
109,Guadeloupe,France,1/22/20,0,0.0,0,0.0
110,Mayotte,France,1/22/20,0,0.0,0,0.0
111,New Caledonia,France,1/22/20,0,0.0,0,0.0
112,Reunion,France,1/22/20,0,0.0,0,0.0
113,Saint Barthelemy,France,1/22/20,0,0.0,0,0.0
114,St Martin,France,1/22/20,0,0.0,0,0.0
115,Martinique,France,1/22/20,0,0.0,0,0.0
116,,France,1/22/20,0,0.0,0,0.0
117,,Gabon,1/22/20,0,0.0,0,0.0
118,,Gambia,1/22/20,0,0.0,0,0.0
119,,Georgia,1/22/20,0,0.0,0,0.0
120,,Germany,1/22/20,0,0.0,0,0.0
121,,Ghana,1/22/20,0,0.0,0,0.0
122,,Greece,1/22/20,0,0.0,0,0.0
123,,Guatemala,1/22/20,0,0.0,0,0.0
124,,Guinea,1/22/20,0,0.0,0,0.0
125,,Guyana,1/22/20,0,0.0,0,0.0
126,,Haiti,1/22/20,0,0.0,0,0.0
127,,Holy See,1/22/20,0,0.0,0,0.0
128,,Honduras,1/22/20,0,0.0,0,0.0
129,,Hungary,1/22/20,0,0.0,0,0.0
130,,Iceland,1/22/20,0,0.0,0,0.0
131,,India,1/22/20,0,0.0,0,0.0
132,,Indonesia,1/22/20,0,0.0,0,0.0
133,,Iran,1/22/20,0,0.0,0,0.0
134,,Iraq,1/22/20,0,0.0,0,0.0
135,,Ireland,1/22/20,0,0.0,0,0.0
136,,Israel,1/22/20,0,0.0,0,0.0
137,,Italy,1/22/20,0,0.0,0,0.0
138,,Jamaica,1/22/20,0,0.0,0,0.0
139,,Japan,1/22/20,2,0.0,0,2.0
140,,Jordan,1/22/20,0,0.0,0,0.0
141,,Kazakhstan,1/22/20,0,0.0,0,0.0
142,,Kenya,1/22/20,0,0.0,0,0.0
143,,"Korea, South",1/22/20,1,0.0,0,1.0
144,,Kuwait,1/22/20,0,0.0,0,0.0
145,,Kyrgyzstan,1/22/20,0,0.0,0,0.0
146,,Latvia,1/22/20,0,0.0,0,0.0
147,,Lebanon,1/22/20,0,0.0,0,0.0
148,,Liberia,1/22/20,0,0.0,0,0.0
149,,Liechtenstein,1/22/20,0,0.0,0,0.0
150,,Lithuania,1/22/20,0,0.0,0,0.0
151,,Luxembourg,1/22/20,0,0.0,0,0.0
152,,Madagascar,1/22/20,0,0.0,0,0.0
153,,Malaysia,1/22/20,0,0.0,0,0.0
154,,Maldives,1/22/20,0,0.0,0,0.0
155,,Malta,1/22/20,0,0.0,0,0.0
156,,Mauritania,1/22/20,0,0.0,0,0.0
157,,Mauritius,1/22/20,0,0.0,0,0.0
158,,Mexico,1/22/20,0,0.0,0,0.0
159,,Moldova,1/22/20,0,0.0,0,0.0
160,,Monaco,1/22/20,0,0.0,0,0.0
161,,Mongolia,1/22/20,0,0.0,0,0.0
162,,Montenegro,1/22/20,0,0.0,0,0.0
163,,Morocco,1/22/20,0,0.0,0,0.0
164,,Namibia,1/22/20,0,0.0,0,0.0
165,,Nepal,1/22/20,0,0.0,0,0.0
166,Aruba,Netherlands,1/22/20,0,0.0,0,0.0
167,Curacao,Netherlands,1/22/20,0,0.0,0,0.0
168,Sint Maarten,Netherlands,1/22/20,0,0.0,0,0.0
169,,Netherlands,1/22/20,0,0.0,0,0.0
170,,New Zealand,1/22/20,0,0.0,0,0.0
171,,Nicaragua,1/22/20,0,0.0,0,0.0
172,,Niger,1/22/20,0,0.0,0,0.0
173,,Nigeria,1/22/20,0,0.0,0,0.0
174,,North Macedonia,1/22/20,0,0.0,0,0.0
175,,Norway,1/22/20,0,0.0,0,0.0
176,,Oman,1/22/20,0,0.0,0,0.0
177,,Pakistan,1/22/20,0,0.0,0,0.0
178,,Panama,1/22/20,0,0.0,0,0.0
179,,Papua New Guinea,1/22/20,0,0.0,0,0.0
180,,Paraguay,1/22/20,0,0.0,0,0.0
181,,Peru,1/22/20,0,0.0,0,0.0
182,,Philippines,1/22/20,0,0.0,0,0.0
183,,Poland,1/22/20,0,0.0,0,0.0
184,,Portugal,1/22/20,0,0.0,0,0.0
185,,Qatar,1/22/20,0,0.0,0,0.0
186,,Romania,1/22/20,0,0.0,0,0.0
187,,Russia,1/22/20,0,0.0,0,0.0
188,,Rwanda,1/22/20,0,0.0,0,0.0
189,,Saint Lucia,1/22/20,0,0.0,0,0.0
190,,Saint Vincent and the Grenadines,1/22/20,0,0.0,0,0.0
191,,San Marino,1/22/20,0,0.0,0,0.0
192,,Saudi Arabia,1/22/20,0,0.0,0,0.0
193,,Senegal,1/22/20,0,0.0,0,0.0
194,,Serbia,1/22/20,0,0.0,0,0.0
195,,Seychelles,1/22/20,0,0.0,0,0.0
196,,Singapore,1/22/20,0,0.0,0,0.0
197,,Slovakia,1/22/20,0,0.0,0,0.0
198,,Slovenia,1/22/20,0,0.0,0,0.0
199,,Somalia,1/22/20,0,0.0,0,0.0
200,,South Africa,1/22/20,0,0.0,0,0.0
201,,Spain,1/22/20,0,0.0,0,0.0
202,,Sri Lanka,1/22/20,0,0.0,0,0.0
203,,Sudan,1/22/20,0,0.0,0,0.0
204,,Suriname,1/22/20,0,0.0,0,0.0
205,,Sweden,1/22/20,0,0.0,0,0.0
206,,Switzerland,1/22/20,0,0.0,0,0.0
207,,Taiwan*,1/22/20,1,0.0,0,1.0
208,,Tanzania,1/22/20,0,0.0,0,0.0
209,,Thailand,1/22/20,2,0.0,0,2.0
210,,Togo,1/22/20,0,0.0,0,0.0
211,,Trinidad and Tobago,1/22/20,0,0.0,0,0.0
212,,Tunisia,1/22/20,0,0.0,0,0.0
213,,Turkey,1/22/20,0,0.0,0,0.0
214,,Uganda,1/22/20,0,0.0,0,0.0
215,,Ukraine,1/22/20,0,0.0,0,0.0
216,,United Arab Emirates,1/22/20,0,0.0,0,0.0
217,Bermuda,United Kingdom,1/22/20,0,0.0,0,0.0
218,Cayman Islands,United Kingdom,1/22/20,0,0.0,0,0.0
219,Channel Islands,United Kingdom,1/22/20,0,0.0,0,0.0
220,Gibraltar,United Kingdom,1/22/20,0,0.0,0,0.0
221,Isle of Man,United Kingdom,1/22/20,0,0.0,0,0.0
222,Montserrat,United Kingdom,1/22/20,0,0.0,0,0.0
223,,United Kingdom,1/22/20,0,0.0,0,0.0
224,,Uruguay,1/22/20,0,0.0,0,0.0
225,,US,1/22/20,1,0.0,0,1.0
226,,Uzbekistan,1/22/20,0,0.0,0,0.0
227,,Venezuela,1/22/20,0,0.0,0,0.0
228,,Vietnam,1/22/20,0,0.0,0,0.0
229,,Zambia,1/22/20,0,0.0,0,0.0
230,,Zimbabwe,1/22/20,0,0.0,0,0.0
231,Diamond Princess,Canada,1/22/20,0,,0,
232,,Dominica,1/22/20,0,0.0,0,0.0
233,,Grenada,1/22/20,0,0.0,0,0.0
234,,Mozambique,1/22/20,0,0.0,0,0.0
235,,Syria,1/22/20,0,0.0,0,0.0
236,,Timor-Leste,1/22/20,0,0.0,0,0.0
237,,Belize,1/22/20,0,0.0,0,0.0
238,Recovered,Canada,1/22/20,0,,0,
239,,Laos,1/22/20,0,0.0,0,0.0
240,,Libya,1/22/20,0,0.0,0,0.0
241,,West Bank and Gaza,1/22/20,0,0.0,0,0.0
242,,Guinea-Bissau,1/22/20,0,0.0,0,0.0
243,,Mali,1/22/20,0,0.0,0,0.0
244,,Saint Kitts and Nevis,1/22/20,0,0.0,0,0.0
245,Northwest Territories,Canada,1/22/20,0,,0,
246,Yukon,Canada,1/22/20,0,,0,
247,,Kosovo,1/22/20,0,0.0,0,0.0
248,,Burma,1/22/20,0,0.0,0,0.0
249,Anguilla,United Kingdom,1/22/20,0,0.0,0,0.0
250,British Virgin Islands,United Kingdom,1/22/20,0,0.0,0,0.0
251,Turks and Caicos Islands,United Kingdom,1/22/20,0,0.0,0,0.0
252,,MS Zaandam,1/22/20,0,0.0,0,0.0
253,,Botswana,1/22/20,0,0.0,0,0.0
254,,Burundi,1/22/20,0,0.0,0,0.0
255,,Sierra Leone,1/22/20,0,0.0,0,0.0
256,"Bonaire, Sint Eustatius and Saba",Netherlands,1/22/20,0,0.0,0,0.0
257,,Malawi,1/22/20,0,0.0,0,0.0
258,Falkland Islands (Malvinas),United Kingdom,1/22/20,0,0.0,0,0.0
259,Saint Pierre and Miquelon,France,1/22/20,0,0.0,0,0.0
260,,South Sudan,1/22/20,0,0.0,0,0.0
261,,Western Sahara,1/22/20,0,0.0,0,0.0
262,,Sao Tome and Principe,1/22/20,0,0.0,0,0.0
263,,Yemen,1/22/20,0,0.0,0,0.0
264,,Comoros,1/22/20,0,0.0,0,0.0
265,,Tajikistan,1/22/20,0,0.0,0,0.0
266,,Afghanistan,1/23/20,0,0.0,0,0.0
267,,Albania,1/23/20,0,0.0,0,0.0
268,,Algeria,1/23/20,0,0.0,0,0.0
269,,Andorra,1/23/20,0,0.0,0,0.0
270,,Angola,1/23/20,0,0.0,0,0.0
271,,Antigua and Barbuda,1/23/20,0,0.0,0,0.0
272,,Argentina,1/23/20,0,0.0,0,0.0
273,,Armenia,1/23/20,0,0.0,0,0.0
274,Australian Capital Territory,Australia,1/23/20,0,0.0,0,0.0
275,New South Wales,Australia,1/23/20,0,0.0,0,0.0
276,Northern Territory,Australia,1/23/20,0,0.0,0,0.0
277,Queensland,Australia,1/23/20,0,0.0,0,0.0
278,South Australia,Australia,1/23/20,0,0.0,0,0.0
279,Tasmania,Australia,1/23/20,0,0.0,0,0.0
280,Victoria,Australia,1/23/20,0,0.0,0,0.0
281,Western Australia,Australia,1/23/20,0,0.0,0,0.0
282,,Austria,1/23/20,0,0.0,0,0.0
283,,Azerbaijan,1/23/20,0,0.0,0,0.0
284,,Bahamas,1/23/20,0,0.0,0,0.0
285,,Bahrain,1/23/20,0,0.0,0,0.0
286,,Bangladesh,1/23/20,0,0.0,0,0.0
287,,Barbados,1/23/20,0,0.0,0,0.0
288,,Belarus,1/23/20,0,0.0,0,0.0
289,,Belgium,1/23/20,0,0.0,0,0.0
290,,Benin,1/23/20,0,0.0,0,0.0
291,,Bhutan,1/23/20,0,0.0,0,0.0
292,,Bolivia,1/23/20,0,0.0,0,0.0
293,,Bosnia and Herzegovina,1/23/20,0,0.0,0,0.0
294,,Brazil,1/23/20,0,0.0,0,0.0
295,,Brunei,1/23/20,0,0.0,0,0.0
296,,Bulgaria,1/23/20,0,0.0,0,0.0
297,,Burkina Faso,1/23/20,0,0.0,0,0.0
298,,Cabo Verde,1/23/20,0,0.0,0,0.0
299,,Cambodia,1/23/20,0,0.0,0,0.0
300,,Cameroon,1/23/20,0,0.0,0,0.0
301,Alberta,Canada,1/23/20,0,,0,
302,British Columbia,Canada,1/23/20,0,,0,
303,Grand Princess,Canada,1/23/20,0,,0,
304,Manitoba,Canada,1/23/20,0,,0,
305,New Brunswick,Canada,1/23/20,0,,0,
306,Newfoundland and Labrador,Canada,1/23/20,0,,0,
307,Nova Scotia,Canada,1/23/20,0,,0,
308,Ontario,Canada,1/23/20,0,,0,
309,Prince Edward Island,Canada,1/23/20,0,,0,
310,Quebec,Canada,1/23/20,0,,0,
311,Saskatchewan,Canada,1/23/20,0,,0,
312,,Central African Republic,1/23/20,0,0.0,0,0.0
313,,Chad,1/23/20,0,0.0,0,0.0
314,,Chile,1/23/20,0,0.0,0,0.0
315,Anhui,China,1/23/20,9,0.0,0,9.0
316,Beijing,China,1/23/20,22,0.0,0,22.0
317,Chongqing,China,1/23/20,9,0.0,0,9.0
318,Fujian,China,1/23/20,5,0.0,0,5.0
319,Gansu,China,1/23/20,2,0.0,0,2.0
320,Guangdong,China,1/23/20,32,2.0,0,30.0
321,Guangxi,China,1/23/20,5,0.0,0,5.0
322,Guizhou,China,1/23/20,3,0.0,0,3.0
323,Hainan,China,1/23/20,5,0.0,0,5.0
324,Hebei,China,1/23/20,1,0.0,1,0.0
325,Heilongjiang,China,1/23/20,2,0.0,0,2.0
326,Henan,China,1/23/20,5,0.0,0,5.0
327,Hong Kong,China,1/23/20,2,0.0,0,2.0
328,Hubei,China,1/23/20,444,28.0,17,399.0
329,Hunan,China,1/23/20,9,0.0,0,9.0
330,Inner Mongolia,China,1/23/20,0,0.0,0,0.0
331,Jiangsu,China,1/23/20,5,0.0,0,5.0
332,Jiangxi,China,1/23/20,7,0.0,0,7.0
333,Jilin,China,1/23/20,1,0.0,0,1.0
334,Liaoning,China,1/23/20,3,0.0,0,3.0
335,Macau,China,1/23/20,2,0.0,0,2.0
336,Ningxia,China,1/23/20,1,0.0,0,1.0
337,Qinghai,China,1/23/20,0,0.0,0,0.0
338,Shaanxi,China,1/23/20,3,0.0,0,3.0
339,Shandong,China,1/23/20,6,0.0,0,6.0
340,Shanghai,China,1/23/20,16,0.0,0,16.0
341,Shanxi,China,1/23/20,1,0.0,0,1.0
342,Sichuan,China,1/23/20,8,0.0,0,8.0
343,Tianjin,China,1/23/20,4,0.0,0,4.0
344,Tibet,China,1/23/20,0,0.0,0,0.0
345,Xinjiang,China,1/23/20,2,0.0,0,2.0
346,Yunnan,China,1/23/20,2,0.0,0,2.0
347,Zhejiang,China,1/23/20,27,0.0,0,27.0
348,,Colombia,1/23/20,0,0.0,0,0.0
349,,Congo (Brazzaville),1/23/20,0,0.0,0,0.0
350,,Congo (Kinshasa),1/23/20,0,0.0,0,0.0
351,,Costa Rica,1/23/20,0,0.0,0,0.0
352,,Cote d'Ivoire,1/23/20,0,0.0,0,0.0
353,,Croatia,1/23/20,0,0.0,0,0.0
354,,Diamond Princess,1/23/20,0,0.0,0,0.0
355,,Cuba,1/23/20,0,0.0,0,0.0
356,,Cyprus,1/23/20,0,0.0,0,0.0
357,,Czechia,1/23/20,0,0.0,0,0.0
358,Faroe Islands,Denmark,1/23/20,0,0.0,0,0.0
359,Greenland,Denmark,1/23/20,0,0.0,0,0.0
360,,Denmark,1/23/20,0,0.0,0,0.0
361,,Djibouti,1/23/20,0,0.0,0,0.0
362,,Dominican Republic,1/23/20,0,0.0,0,0.0
363,,Ecuador,1/23/20,0,0.0,0,0.0
364,,Egypt,1/23/20,0,0.0,0,0.0
365,,El Salvador,1/23/20,0,0.0,0,0.0
366,,Equatorial Guinea,1/23/20,0,0.0,0,0.0
367,,Eritrea,1/23/20,0,0.0,0,0.0
368,,Estonia,1/23/20,0,0.0,0,0.0
369,,Eswatini,1/23/20,0,0.0,0,0.0
370,,Ethiopia,1/23/20,0,0.0,0,0.0
371,,Fiji,1/23/20,0,0.0,0,0.0
372,,Finland,1/23/20,0,0.0,0,0.0
373,French Guiana,France,1/23/20,0,0.0,0,0.0
374,French Polynesia,France,1/23/20,0,0.0,0,0.0
375,Guadeloupe,France,1/23/20,0,0.0,0,0.0
376,Mayotte,France,1/23/20,0,0.0,0,0.0
377,New Caledonia,France,1/23/20,0,0.0,0,0.0
378,Reunion,France,1/23/20,0,0.0,0,0.0
379,Saint Barthelemy,France,1/23/20,0,0.0,0,0.0
380,St Martin,France,1/23/20,0,0.0,0,0.0
381,Martinique,France,1/23/20,0,0.0,0,0.0
382,,France,1/23/20,0,0.0,0,0.0
383,,Gabon,1/23/20,0,0.0,0,0.0
384,,Gambia,1/23/20,0,0.0,0,0.0
385,,Georgia,1/23/20,0,0.0,0,0.0
386,,Germany,1/23/20,0,0.0,0,0.0
387,,Ghana,1/23/20,0,0.0,0,0.0
388,,Greece,1/23/20,0,0.0,0,0.0
389,,Guatemala,1/23/20,0,0.0,0,0.0
390,,Guinea,1/23/20,0,0.0,0,0.0
391,,Guyana,1/23/20,0,0.0,0,0.0
392,,Haiti,1/23/20,0,0.0,0,0.0
393,,Holy See,1/23/20,0,0.0,0,0.0
394,,Honduras,1/23/20,0,0.0,0,0.0
395,,Hungary,1/23/20,0,0.0,0,0.0
396,,Iceland,1/23/20,0,0.0,0,0.0
397,,India,1/23/20,0,0.0,0,0.0
398,,Indonesia,1/23/20,0,0.0,0,0.0
399,,Iran,1/23/20,0,0.0,0,0.0
400,,Iraq,1/23/20,0,0.0,0,0.0
401,,Ireland,1/23/20,0,0.0,0,0.0
402,,Israel,1/23/20,0,0.0,0,0.0
403,,Italy,1/23/20,0,0.0,0,0.0
404,,Jamaica,1/23/20,0,0.0,0,0.0
405,,Japan,1/23/20,2,0.0,0,2.0
406,,Jordan,1/23/20,0,0.0,0,0.0
407,,Kazakhstan,1/23/20,0,0.0,0,0.0
408,,Kenya,1/23/20,0,0.0,0,0.0
409,,"Korea, South",1/23/20,1,0.0,0,1.0
410,,Kuwait,1/23/20,0,0.0,0,0.0
411,,Kyrgyzstan,1/23/20,0,0.0,0,0.0
412,,Latvia,1/23/20,0,0.0,0,0.0
413,,Lebanon,1/23/20,0,0.0,0,0.0
414,,Liberia,1/23/20,0,0.0,0,0.0
415,,Liechtenstein,1/23/20,0,0.0,0,0.0
416,,Lithuania,1/23/20,0,0.0,0,0.0
417,,Luxembourg,1/23/20,0,0.0,0,0.0
418,,Madagascar,1/23/20,0,0.0,0,0.0
419,,Malaysia,1/23/20,0,0.0,0,0.0
420,,Maldives,1/23/20,0,0.0,0,0.0
421,,Malta,1/23/20,0,0.0,0,0.0
422,,Mauritania,1/23/20,0,0.0,0,0.0
423,,Mauritius,1/23/20,0,0.0,0,0.0
424,,Mexico,1/23/20,0,0.0,0,0.0
425,,Moldova,1/23/20,0,0.0,0,0.0
426,,Monaco,1/23/20,0,0.0,0,0.0
427,,Mongolia,1/23/20,0,0.0,0,0.0
428,,Montenegro,1/23/20,0,0.0,0,0.0
429,,Morocco,1/23/20,0,0.0,0,0.0
430,,Namibia,1/23/20,0,0.0,0,0.0
431,,Nepal,1/23/20,0,0.0,0,0.0
432,Aruba,Netherlands,1/23/20,0,0.0,0,0.0
433,Curacao,Netherlands,1/23/20,0,0.0,0,0.0
434,Sint Maarten,Netherlands,1/23/20,0,0.0,0,0.0
435,,Netherlands,1/23/20,0,0.0,0,0.0
436,,New Zealand,1/23/20,0,0.0,0,0.0
437,,Nicaragua,1/23/20,0,0.0,0,0.0
438,,Niger,1/23/20,0,0.0,0,0.0
439,,Nigeria,1/23/20,0,0.0,0,0.0
440,,North Macedonia,1/23/20,0,0.0,0,0.0
441,,Norway,1/23/20,0,0.0,0,0.0
442,,Oman,1/23/20,0,0.0,0,0.0
443,,Pakistan,1/23/20,0,0.0,0,0.0
444,,Panama,1/23/20,0,0.0,0,0.0
445,,Papua New Guinea,1/23/20,0,0.0,0,0.0
446,,Paraguay,1/23/20,0,0.0,0,0.0
447,,Peru,1/23/20,0,0.0,0,0.0
448,,Philippines,1/23/20,0,0.0,0,0.0
449,,Poland,1/23/20,0,0.0,0,0.0
450,,Portugal,1/23/20,0,0.0,0,0.0
451,,Qatar,1/23/20,0,0.0,0,0.0
452,,Romania,1/23/20,0,0.0,0,0.0
453,,Russia,1/23/20,0,0.0,0,0.0
454,,Rwanda,1/23/20,0,0.0,0,0.0
455,,Saint Lucia,1/23/20,0,0.0,0,0.0
456,,Saint Vincent and the Grenadines,1/23/20,0,0.0,0,0.0
457,,San Marino,1/23/20,0,0.0,0,0.0
458,,Saudi Arabia,1/23/20,0,0.0,0,0.0
459,,Senegal,1/23/20,0,0.0,0,0.0
460,,Serbia,1/23/20,0,0.0,0,0.0
461,,Seychelles,1/23/20,0,0.0,0,0.0
462,,Singapore,1/23/20,1,0.0,0,1.0
463,,Slovakia,1/23/20,0,0.0,0,0.0
464,,Slovenia,1/23/20,0,0.0,0,0.0
465,,Somalia,1/23/20,0,0.0,0,0.0
466,,South Africa,1/23/20,0,0.0,0,0.0
467,,Spain,1/23/20,0,0.0,0,0.0
468,,Sri Lanka,1/23/20,0,0.0,0,0.0
469,,Sudan,1/23/20,0,0.0,0,0.0
470,,Suriname,1/23/20,0,0.0,0,0.0
471,,Sweden,1/23/20,0,0.0,0,0.0
472,,Switzerland,1/23/20,0,0.0,0,0.0
473,,Taiwan*,1/23/20,1,0.0,0,1.0
474,,Tanzania,1/23/20,0,0.0,0,0.0
475,,Thailand,1/23/20,3,0.0,0,3.0
476,,Togo,1/23/20,0,0.0,0,0.0
477,,Trinidad and Tobago,1/23/20,0,0.0,0,0.0
478,,Tunisia,1/23/20,0,0.0,0,0.0
479,,Turkey,1/23/20,0,0.0,0,0.0
480,,Uganda,1/23/20,0,0.0,0,0.0
481,,Ukraine,1/23/20,0,0.0,0,0.0
482,,United Arab Emirates,1/23/20,0,0.0,0,0.0
483,Bermuda,United Kingdom,1/23/20,0,0.0,0,0.0
484,Cayman Islands,United Kingdom,1/23/20,0,0.0,0,0.0
485,Channel Islands,United Kingdom,1/23/20,0,0.0,0,0.0
486,Gibraltar,United Kingdom,1/23/20,0,0.0,0,0.0
487,Isle of Man,United Kingdom,1/23/20,0,0.0,0,0.0
488,Montserrat,United Kingdom,1/23/20,0,0.0,0,0.0
489,,United Kingdom,1/23/20,0,0.0,0,0.0
490,,Uruguay,1/23/20,0,0.0,0,0.0
491,,US,1/23/20,1,0.0,0,1.0
492,,Uzbekistan,1/23/20,0,0.0,0,0.0
493,,Venezuela,1/23/20,0,0.0,0,0.0
494,,Vietnam,1/23/20,2,0.0,0,2.0
495,,Zambia,1/23/20,0,0.0,0,0.0
496,,Zimbabwe,1/23/20,0,0.0,0,0.0
497,Diamond Princess,Canada,1/23/20,0,,0,
498,,Dominica,1/23/20,0,0.0,0,0.0
499,,Grenada,1/23/20,0,0.0,0,0.0
500,,Mozambique,1/23/20,0,0.0,0,0.0
501,,Syria,1/23/20,0,0.0,0,0.0
502,,Timor-Leste,1/23/20,0,0.0,0,0.0
503,,Belize,1/23/20,0,0.0,0,0.0
504,Recovered,Canada,1/23/20,0,,0,
505,,Laos,1/23/20,0,0.0,0,0.0
506,,Libya,1/23/20,0,0.0,0,0.0
507,,West Bank and Gaza,1/23/20,0,0.0,0,0.0
